BrandNo,CampaignNo,CampStartDay,CampEndDay,CampBudget,AdGroupNo,AdExpense,AdStartDay,AdEndDay,E_impressions,impressions,E_clicks,clicks,E_views,views,ChannelGoodsNo,ChannelGoodsNm,ChannelNo,Level1Cd,Level2Cd,Level1CdNm,month,weeks,days,season,ratio,naver,facebook,instagram,gdn,kakao,youtube,etc,Target_purpose,Target_gender,Target_age_7_9,Target_age_10_14,Target_age_15_19,Target_age_20_24,Target_age_25_29,Target_age_30_34,Target_age_35_39,Target_age_40_44,Target_age_45_49,Target_age_50_54,Target_age_55_59,Target_age_60_64,Target_age_65_69,Target_age_70_74,Target_age_75_79,Ad_Material,AdvertiserNo,Advertiser_Naver_Yn,Advertiser_Facebook_Yn,Advertiser_Instragram_Yn,Advertiser_Google_Yn,Advertiser_Kakao_Yn,Advertiser_Youtube_Yn,Advertiser_Etc_Yn,Level1Cd_Naver_Ratio,Level1Cd_Facebook_Ratio,Level1Cd_Instagram_Ratio,Level1Cd_Google_Ratio,Level1Cd_Kakao_Ratio,Level1Cd_Youtube_Ratio,Level1Cd_Etc_Ratio
1181,3094,2020-07-01,2020-12-31,6363636,9486,2066115.0,2020-07-01,2020-12-31,25974.0,106430.0,26.0,91.0,,,105.0,Facebook_이미지형,30.0,190000,199900,관공서 및 단체,7,26,183,Summer,"""[0, 0.32, 0, 0, 0, 0.68, 0]""",0.0,0.32,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,1,1,0,0,0,1,1,0.236212279,0.100936524,0.033298647,0.037460978,0.139438085,0.211238293,0.241415193
1181,3094,2020-07-01,2020-12-31,6363636,9486,2066115.0,2020-07-01,2020-12-31,25974.0,106631.0,26.0,91.0,,,105.0,Facebook_이미지형,30.0,190000,199900,관공서 및 단체,7,26,183,Summer,"""[0, 0.32, 0, 0, 0, 0.68, 0]""",0.0,0.32,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,1,1,0,0,0,1,1,0.236212279,0.100936524,0.033298647,0.037460978,0.139438085,0.211238293,0.241415193
1726,3095,2020-07-01,2020-07-31,2645905,,,,,,,,,,,,,,50000,59900,화장품 및 보건용품,7,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786,1,0,0,0,0,0,1,0.811704835,0.006785411,0.04749788,0.002544529,0.043256997,0.008481764,0.079728584
1728,3096,2020-07-01,2020-07-31,2815771,,,,,,,,,,,,,,70000,79900,패션,7,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788,1,0,0,0,0,0,0,0.5,0.034090909,0.022727273,0.045454545,0.068181818,0.088068182,0.241477273
1817,3097,2020-07-01,2020-07-31,3728078,,,,,,,,,,,,,,40000,49900,제약 및 의료,7,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1883,1,0,0,0,0,0,1,0.443902439,0.02601626,0.004878049,0.02601626,0.102439024,0.047154472,0.349593496
1864,3098,2020-07-28,2020-07-31,226054,,,,,,,,,,,,,,100000,102000,가정용 전기전자,7,0,3,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,1,0,0,0,0,0,0,0.644144144,0.002252252,0.002252252,0.006756757,0.02027027,0.027027027,0.297297297
1828,3099,2020-07-01,2020-07-02,25826,,,,,,,,,,,,,,50000,50500,화장품 및 보건용품,7,0,1,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,1,0,0,0,0,0,1,0.811704835,0.006785411,0.04749788,0.002544529,0.043256997,0.008481764,0.079728584
1725,3100,2020-07-01,2020-07-31,7059756,,,,,,,,,,,,,,130000,130500,가정용품,7,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,1,0,0,0,0,0,1,0.688391039,0.015274949,0.012219959,0.00101833,0.019348269,0.073319756,0.190427699
1626,3101,2020-07-01,2020-07-31,8220097,,,,,,,,,,,,,,70000,71000,패션,7,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,1,0,0,0,0,0,1,0.5,0.034090909,0.022727273,0.045454545,0.068181818,0.088068182,0.241477273
1823,3102,2020-07-02,2020-07-31,2508006,,,,,,,,,,,,,,50000,50500,화장품 및 보건용품,7,4,29,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1888,1,0,0,0,0,0,0,0.811704835,0.006785411,0.04749788,0.002544529,0.043256997,0.008481764,0.079728584
1724,3103,2020-07-01,2020-07-03,134642,,,,,,,,,,,,,,180000,189900,서비스,7,0,2,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784,1,0,0,0,0,0,1,0.607988166,0.01183432,0.022189349,0.023668639,0.044378698,0.036982249,0.25295858
1683,3104,2020-07-09,2020-07-31,2438005,,,,,,,,,,,,,,160000,169900,유통,7,3,22,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,1,0,0,0,0,0,1,0.419708029,0.003649635,0.135036496,0.00729927,0.109489051,0.010948905,0.313868613
1824,3105,2020-07-01,2020-07-31,7352432,,,,,,,,,,,,,,70000,79900,패션,7,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,1,0,0,0,0,0,1,0.5,0.034090909,0.022727273,0.045454545,0.068181818,0.088068182,0.241477273
1729,3106,2020-07-01,2020-07-16,1440031,,,,,,,,,,,,,,190000,191000,관공서 및 단체,7,2,15,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,1,0,0,0,0,0,1,0.236212279,0.100936524,0.033298647,0.037460978,0.139438085,0.211238293,0.241415193
1336,3107,2020-07-01,2020-07-31,6174972,,,,,,,,,,,,,,170000,179900,"금융, 보험 및 증권",7,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,1,0,0,0,0,0,1,0.357377049,0.050819672,0.040983607,0.014754098,0.059016393,0.11147541,0.36557377
1730,3108,2020-07-01,2020-07-31,3505435,,,,,,,,,,,,,,110000,116000,컴퓨터 및 정보통신,7,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790,1,0,0,0,0,0,1,0.305555556,0.03968254,0.0,0.265873016,0.007936508,0.023809524,0.357142857
1596,3109,2020-07-21,2020-07-21,34650000,,,,,,,,,,,,,,130000,130500,가정용품,99,99,99,99,"""[1.0, 0, 0, 0, 0, 0, 0]""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,1,0,0,0,0,0,1,0.688391039,0.015274949,0.012219959,0.00101833,0.019348269,0.073319756,0.190427699
1629,3110,2020-07-01,2020-07-31,692279,,,,,,,,,,,,,,30000,39900,음료 및 기호식품,7,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,1,0,0,0,0,0,1,0.311258278,0.026490066,0.006622517,0.158940397,0.198675497,0.01986755,0.278145695
1865,3111,2020-07-01,2020-07-31,627622,,,,,,,,,,,,,,130000,130500,가정용품,7,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931,1,0,0,0,0,0,0,0.688391039,0.015274949,0.012219959,0.00101833,0.019348269,0.073319756,0.190427699
1627,3112,2020-07-01,2020-07-29,3202266,,,,,,,,,,,,,,70000,71000,패션,7,4,28,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,1,0,0,0,0,0,1,0.5,0.034090909,0.022727273,0.045454545,0.068181818,0.088068182,0.241477273
1825,3113,2020-07-01,2020-07-31,2446048,,,,,,,,,,,,,,180000,189900,서비스,7,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889,1,0,0,0,0,0,1,0.607988166,0.01183432,0.022189349,0.023668639,0.044378698,0.036982249,0.25295858
1826,3114,2020-07-01,2020-07-15,830595,,,,,,,,,,,,,,50000,59900,화장품 및 보건용품,7,2,14,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,1,0,0,0,0,0,1,0.811704835,0.006785411,0.04749788,0.002544529,0.043256997,0.008481764,0.079728584
1815,3117,2020-07-01,2020-07-05,581537,,,,,,,,,,,,,,70000,79900,패션,7,1,4,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,1,0,0,0,0,0,0,0.5,0.034090909,0.022727273,0.045454545,0.068181818,0.088068182,0.241477273
1827,3118,2020-07-01,2020-07-31,823840,,,,,,,,,,,,,,70000,72000,패션,7,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891,1,0,0,0,0,0,0,0.5,0.034090909,0.022727273,0.045454545,0.068181818,0.088068182,0.241477273
1669,3119,2020-07-20,2020-07-27,494310,,,,,,,,,,,,,,160000,169900,유통,7,1,7,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,1,0,0,0,0,0,0,0.419708029,0.003649635,0.135036496,0.00729927,0.109489051,0.010948905,0.313868613
1866,3120,2020-07-16,2020-07-31,941657,,,,,,,,,,,,,,50000,59900,화장품 및 보건용품,7,2,15,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,1,0,0,0,0,0,0,0.811704835,0.006785411,0.04749788,0.002544529,0.043256997,0.008481764,0.079728584
1794,3121,2020-07-06,2020-08-05,909091,,,,,,,,,,,,,,190000,199900,관공서 및 단체,7,4,30,Summer,"""[0, 0, 0, 0, 0, 1.0, 0]""",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,1,1,1,0,0,1,0,0.236212279,0.100936524,0.033298647,0.037460978,0.139438085,0.211238293,0.241415193
1867,3122,2020-07-24,2020-08-23,5000000,,,,,,,,,,,,,,40000,49900,제약 및 의료,7,4,30,Summer,"""[0, 0, 0, 0, 0, 1.0, 0]""",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1932,0,0,0,0,0,1,0,0.443902439,0.02601626,0.004878049,0.02601626,0.102439024,0.047154472,0.349593496
1868,3123,2020-07-21,2020-08-26,16308640,,,,,,,,,,,,,,100000,109900,가정용 전기전자,7,5,36,Summer,"""[0.24, 0, 0, 0.06, 0.12, 0.09, 0.49]""",0.24,0.0,0.0,0.06,0.12,0.09,0.49,1.0,2.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1933,1,0,0,1,1,1,0,0.644144144,0.002252252,0.002252252,0.006756757,0.02027027,0.027027027,0.297297297
1642,3128,2020-08-11,2020-08-17,7000000,7104,7000000.0,2020-08-11,2020-08-17,,196211.0,31720.0,,,,219.0,"쿠키오븐 Action형 상품 ( CPI, CPA )",37.0,150000,151500,"건설, 건재 및 부동산",8,1,6,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,815,1,0,0,0,1,0,1,0.51368095,0.021683015,0.012390294,0.095508518,0.211667527,0.0273619,0.117707796
1721,3129,2020-08-01,2020-08-31,10000000,,,,,,,,,,,,,,170000,170500,"금융, 보험 및 증권",8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,672,0,0,0,0,0,0,1,0.357377049,0.050819672,0.040983607,0.014754098,0.059016393,0.11147541,0.36557377
907,3130,2020-08-01,2020-08-31,3000000,,,,,,,,,,,,,,20000,25500,식품,8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,0,0,0,0,0,0,1,0.432960894,0.019553073,0.029329609,0.025139665,0.101955307,0.106145251,0.284916201
1573,3131,2020-08-01,2020-08-31,25000000,7106,2000000.0,2020-08-01,2020-08-31,200000.0,205268.0,,,,,243.0,(사용중지)KT_Live AD,106.0,130000,132500,가정용품,8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1510,0,0,0,0,0,0,1,0.688391039,0.015274949,0.012219959,0.00101833,0.019348269,0.073319756,0.190427699
1573,3131,2020-08-01,2020-08-31,25000000,7108,11500000.0,2020-08-01,2020-08-31,1114063.0,1185969.0,,,,,14.0,LG_ART,6.0,130000,132500,가정용품,8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1510,0,0,0,0,0,0,1,0.688391039,0.015274949,0.012219959,0.00101833,0.019348269,0.073319756,0.190427699
1573,3131,2020-08-01,2020-08-31,25000000,7107,11500000.0,2020-08-01,2020-08-31,1114063.0,1608799.0,,,,,13.0,SK_BIG AD,5.0,130000,132500,가정용품,8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1510,0,0,0,0,0,0,1,0.688391039,0.015274949,0.012219959,0.00101833,0.019348269,0.073319756,0.190427699
1218,3132,2020-08-13,2020-09-11,4000000,7111,500000.0,2020-08-13,2020-09-11,50000.0,52646.0,,,,,14.0,LG_ART,6.0,120000,122000,수송기기,8,4,29,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,0,0,0,0,1,0.581395349,0.023255814,0.0,0.01744186,0.046511628,0.034883721,0.296511628
1218,3132,2020-08-13,2020-09-11,4000000,7110,1500000.0,2020-08-13,2020-09-11,125000.0,136557.0,,,,,13.0,SK_BIG AD,5.0,120000,122000,수송기기,8,4,29,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,0,0,0,0,1,0.581395349,0.023255814,0.0,0.01744186,0.046511628,0.034883721,0.296511628
1740,3133,2020-08-01,2020-08-31,1000000,7112,1000000.0,2020-08-01,2020-08-31,83333.0,95449.0,,,,,13.0,SK_BIG AD,5.0,130000,130500,가정용품,8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796,0,0,0,0,0,0,1,0.688391039,0.015274949,0.012219959,0.00101833,0.019348269,0.073319756,0.190427699
1869,3134,2020-08-10,2020-09-09,20000000,7114,10000000.0,2020-08-10,2020-09-09,933333.0,1012740.0,,,,,14.0,LG_ART,6.0,150000,151500,"건설, 건재 및 부동산",8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,1,0,0,0,0,0,1,0.51368095,0.021683015,0.012390294,0.095508518,0.211667527,0.0273619,0.117707796
1869,3134,2020-08-10,2020-09-09,20000000,7113,10000000.0,2020-08-10,2020-09-09,744048.0,837240.0,,,,,13.0,SK_BIG AD,5.0,150000,151500,"건설, 건재 및 부동산",8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,1,0,0,0,0,0,1,0.51368095,0.021683015,0.012390294,0.095508518,0.211667527,0.0273619,0.117707796
1240,3136,2020-08-01,2020-08-31,20000000,,,,,,,,,,,,,,100000,102500,가정용 전기전자,8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,70,1,1,1,1,1,0,1,0.644144144,0.002252252,0.002252252,0.006756757,0.02027027,0.027027027,0.297297297
1367,3137,2020-08-01,2020-08-31,20000000,,,,,,,,,,,,,,100000,109900,가정용 전기전자,8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,70,1,1,1,1,1,0,1,0.644144144,0.002252252,0.002252252,0.006756757,0.02027027,0.027027027,0.297297297
1835,3138,2020-08-01,2020-08-31,30000000,,,,,,,,,,,,,,100000,101500,가정용 전기전자,8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,70,1,1,1,1,1,0,1,0.644144144,0.002252252,0.002252252,0.006756757,0.02027027,0.027027027,0.297297297
1870,3139,2020-08-06,2020-08-31,410000000,,,,,,,,,,,,,,110000,115500,컴퓨터 및 정보통신,8,4,25,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,70,1,1,1,1,1,0,1,0.305555556,0.03968254,0.0,0.265873016,0.007936508,0.023809524,0.357142857
1871,3140,2020-08-06,2020-08-13,67000000,,,,,,,,,,,,,,110000,115500,컴퓨터 및 정보통신,8,1,7,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,70,1,1,1,1,1,0,1,0.305555556,0.03968254,0.0,0.265873016,0.007936508,0.023809524,0.357142857
1073,3141,2020-08-01,2020-08-31,10000000,,,,,,,,,,,,,,150000,150500,"건설, 건재 및 부동산",8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,1,1,1,1,1,0.51368095,0.021683015,0.012390294,0.095508518,0.211667527,0.0273619,0.117707796
1713,3142,2020-08-18,2020-09-16,1000000,,,,,,,,,,,,,,50000,55000,화장품 및 보건용품,8,4,29,Summer,"""[1.0, 0, 0, 0, 0, 0, 0]""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,1,0,0,0,0,0,0,0.811704835,0.006785411,0.04749788,0.002544529,0.043256997,0.008481764,0.079728584
1713,3143,2020-09-17,2020-10-16,1000000,,,,,,,,,,,,,,50000,55000,화장품 및 보건용품,9,4,29,Autumn,"""[1.0, 0, 0, 0, 0, 0, 0]""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,1,0,0,0,0,0,0,0.811704835,0.006785411,0.04749788,0.002544529,0.043256997,0.008481764,0.079728584
1872,3145,2020-08-01,2020-08-31,20000000,,,,,,,,,,,,,,180000,189900,서비스,8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,1,0.607988166,0.01183432,0.022189349,0.023668639,0.044378698,0.036982249,0.25295858
1873,3146,2020-08-17,2020-08-23,3000000,,,,,,,,,,,,,,180000,184000,서비스,8,1,6,Summer,"""[1.0, 0, 0, 0, 0, 0, 0]""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943,1,0,0,0,0,0,0,0.607988166,0.01183432,0.022189349,0.023668639,0.044378698,0.036982249,0.25295858
380,3147,2020-07-14,2020-07-14,26100000,,,,,,,,,,,,,,170000,170500,"금융, 보험 및 증권",99,99,99,99,"""[1.0, 0, 0, 0, 0, 0, 0]""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0.357377049,0.050819672,0.040983607,0.014754098,0.059016393,0.11147541,0.36557377
1874,3148,2020-08-01,2020-08-31,4507811,,,,,,,,,,,,,,180000,180500,서비스,8,4,30,Summer,"""[0, 0, 0, 0, 0, 0, 1.0]""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939,1,0,0,0,0,0,0,0.607988166,0.01183432,0.022189349,0.023668639,0.044378698,0.036982249,0.25295858
1875,3149,2020-08-17,2020-09-15,1100000,,,,,,,,,,,,,,150000,151500,"건설, 건재 및 부동산",8,4,29,Summer,"""[1.0, 0, 0, 0, 0, 0, 0]""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1111,1,0,0,0,1,0,0,0.51368095,0.021683015,0.012390294,0.095508518,0.211667527,0.0273619,0.117707796
1635,3150,2020-07-07,2020-08-05,1100000,,,,,,,,,,,,,,150000,159900,"건설, 건재 및 부동산",7,4,29,Summer,"""[1.0, 0, 0, 0, 0, 0, 0]""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1649,1,0,0,1,0,0,1,0.51368095,0.021683015,0.012390294,0.095508518,0.211667527,0.0273619,0.117707796
1703,3151,2020-07-19,2020-08-17,1000000,,,,,,,,,,,,,,150000,159900,"건설, 건재 및 부동산",7,4,29,Summer,"""[1.0, 0, 0, 0, 0, 0, 0]""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1763,1,0,0,1,1,0,0,0.51368095,0.021683015,0.012390294,0.095508518,0.211667527,0.0273619,0.117707796
1836,3152,2020-07-08,2020-08-06,1100000,,,,,,,,,,,,,,150000,159900,"건설, 건재 및 부동산",7,4,29,Summer,"""[1.0, 0, 0, 0, 0, 0, 0]""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1906,1,0,0,0,0,0,0,0.51368095,0.021683015,0.012390294,0.095508518,0.211667527,0.0273619,0.117707796
1770,3153,2020-08-03,2020-08-05,35096500,7150,10000000.0,2020-08-03,2020-08-05,1333333.0,1347742.0,1333.0,1968.0,0.0,0.0,311.0,M_메인_스마트채널,13.0,20000,25500,식품,8,0,2,Summer,"""[1.0, 0, 0, 0, 0, 0, 0]""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1827,1,0,0,0,1,0,0,0.432960894,0.019553073,0.029329609,0.025139665,0.101955307,0.106145251,0.284916201
1770,3153,2020-08-03,2020-08-05,35096500,7151,25096500.0,2020-08-04,2020-08-04,6650000.0,8932941.0,13300.0,100338.0,0.0,0.0,101.0,Naver_M.스페셜DA,13.0,20000,25500,식품,8,0,2,Summer,"""[1.0, 0, 0, 0, 0, 0, 0]""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1827,1,0,0,0,1,0,0,0.432960894,0.019553073,0.029329609,0.025139665,0.101955307,0.106145251,0.284916201
1155,3154,2020-08-25,2020-08-25,21600000,,,,,,,,,,,,,,170000,170500,"금융, 보험 및 증권",99,99,99,99,"""[1.0, 0, 0, 0, 0, 0, 0]""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,1,0,0,0,0,1,1,0.357377049,0.050819672,0.040983607,0.014754098,0.059016393,0.11147541,0.36557377
